Date,Date.1,Open,High,Low,Close,Volume
2020-02-21,305.5888671875,333.4800109863281,335.8099975585937,332.5799865722656,335.4700012207031,113788200
2020-02-24,295.4538879394531,322.4200134277344,333.5599975585937,321.239990234375,323.1400146484375,161088400
2020-02-25,286.5009765625,312.6499938964844,324.6099853515625,311.69000244140625,323.94000244140625,218913200
2020-02-26,285.4472045898437,311.5,318.1099853515625,310.70001220703125,314.17999267578125,194773800
2020-02-27,272.62725830078125,297.510009765625,311.5599975585937,297.510009765625,305.4599914550781,284353500
2020-02-28,271.4818115234375,296.260009765625,297.8900146484375,285.5400085449219,288.70001220703125,384975800
2020-03-02,283.23876953125,309.0899963378906,309.1600036621094,294.4599914550781,298.2099914550781,238703600
2020-03-03,275.1289367675781,300.239990234375,313.8399963378906,297.57000732421875,309.5,300139100
2020-03-04,286.6934814453125,312.8599853515625,313.1000061035156,303.3299865722656,306.1199951171875,176613400
2020-03-05,277.163330078125,302.4599914550781,308.4700012207031,300.010009765625,304.9800109863281,186366800
2020-03-06,272.5814819335937,297.4599914550781,298.7799987792969,290.2300109863281,293.1499938964844,228667200
2020-03-09,251.2943725585937,274.2300109863281,284.19000244140625,273.45001220703125,275.29998779296875,309417300
2020-03-10,264.2974853515625,288.4200134277344,288.5199890136719,273.5,284.6400146484375,276444100
2020-03-11,251.41343688964844,274.3599853515625,281.94000244140625,270.8800048828125,280.70001220703125,255316300
2020-03-12,227.3589324951172,248.1100006103516,266.6600036621094,247.67999267578125,256.0,392220700
2020-03-13,246.7950134277344,269.32000732421875,271.4800109863281,248.5200042724609,263.0899963378906,329566100
2020-03-16,219.78976440429688,239.8500061035156,256.8999938964844,237.3600006103516,241.17999267578125,297240000
2020-03-17,231.6567230224609,252.8000030517578,256.1700134277344,237.07000732421875,245.0399932861328,262070500
2020-03-18,219.9272003173828,240.0,248.3699951171875,228.0200042724609,236.25,327597100
2020-03-19,220.39456176757807,240.509994506836,247.3800048828125,232.22000122070312,239.25,289322000
2020-03-20,210.89683532714844,228.8000030517578,244.47000122070312,228.5,242.52999877929688,347158800
2020-03-23,205.50457763671875,222.9499969482422,229.67999267578125,218.259994506836,228.19000244140625,326025200
2020-03-24,224.1239624023437,243.1499938964844,244.1000061035156,233.8000030517578,234.4199981689453,235494500
2020-03-25,227.47911071777344,246.7899932861328,256.3500061035156,239.75,244.8699951171875,299430300
2020-03-26,240.7616271972656,261.20001220703125,262.79998779296875,249.0500030517578,249.5200042724609,257632800
2020-03-27,233.59036254882807,253.4199981689453,260.8099975585937,251.0500030517578,253.2700042724609,224341200
2020-03-30,241.17642211914065,261.6499938964844,262.42999267578125,253.52999877929688,255.6999969482422,171369500
2020-03-31,237.58151245117188,257.75,263.3299865722656,256.2200012207031,260.5599975585937,194881100
2020-04-01,226.8892517089844,246.1499938964844,257.6600036621094,243.8999938964844,247.97999572753903,189554600
2020-04-02,232.1248016357422,251.8300018310547,252.67999267578125,244.58999633789065,245.19000244140625,177660400
2020-04-03,228.76963806152344,248.19000244140625,253.32000732421875,245.22000122070312,250.759994506836,135561200
2020-04-06,244.1351928710937,264.8599853515625,267.0,248.1699981689453,257.8399963378906,188061200
2020-04-07,244.38409423828125,265.1300048828125,275.0299987792969,264.8900146484375,274.2099914550781,201427200
2020-04-08,252.58767700195312,274.0299987792969,276.0,265.25,267.9599914550781,153774500
2020-04-09,256.43145751953125,278.20001220703125,281.20001220703125,275.4700012207031,277.5799865722656,189999200
2020-04-13,254.09014892578125,275.6600036621094,277.510009765625,271.4100036621094,277.1400146484375,114839100
2020-04-14,261.5839538574219,283.7900085449219,284.8999938964844,275.510009765625,280.9800109863281,134143400
2020-04-15,256.0259094238281,277.760009765625,283.94000244140625,275.4599914550781,277.57000732421875,121775000
2020-04-16,257.260986328125,279.1000061035156,280.0299987792969,275.760009765625,279.1499938964844,131798300
2020-04-17,264.2109375,286.6400146484375,287.29998779296875,282.3999938964844,285.3800048828125,146684800
2020-04-20,259.5560913085937,281.5899963378906,286.7900085449219,281.3500061035156,282.6099853515625,100109300
2020-04-21,251.6751251220703,273.0400085449219,278.0400085449219,272.0199890136719,276.7300109863281,126385700
2020-04-22,257.260986328125,279.1000061035156,281.0,276.9100036621094,278.3500061035156,92951600
2020-04-23,257.24249267578125,279.0799865722656,283.94000244140625,278.75,280.489990234375,104709700
2020-04-24,260.8282165527344,282.9700012207031,283.70001220703125,278.5,280.7300109863281,85063200
2020-04-27,264.5888977050781,287.04998779296875,288.2699890136719,284.6199951171875,285.1199951171875,77896600
2020-04-28,263.3721923828125,285.7300109863281,291.3999938964844,285.3999938964844,291.0199890136719,105270000
2020-04-29,270.2669372558594,293.2099914550781,294.8800048828125,290.4100036621094,291.5299987792969,118745600
2020-04-30,267.75054931640625,290.4800109863281,293.32000732421875,288.5899963378906,291.7099914550781,122901700
2020-05-01,260.6622619628906,282.7900085449219,290.6600036621094,281.5199890136719,285.3099975585937,125180000
2020-05-04,261.3811340332031,283.57000732421875,283.8999938964844,279.1300048828125,280.739990234375,80873200
2020-05-05,263.796142578125,286.19000244140625,289.25,283.7099914550781,286.6400146484375,79569900
2020-05-06,262.0079650878906,284.25,288.4599914550781,283.7799987792969,288.0400085449219,73632600
2020-05-07,265.1696472167969,287.67999267578125,289.7799987792969,287.1300048828125,287.75,75250400
2020-05-08,269.55712890625,292.44000244140625,292.95001220703125,289.8599853515625,291.0899963378906,76452400
2020-05-11,269.6125183105469,292.5,294.0,289.8800048828125,290.3399963378906,79514200
2020-05-12,264.2386169433594,286.6700134277344,294.239990234375,286.5199890136719,293.7900085449219,95870800
2020-05-13,259.5653076171875,281.6000061035156,287.19000244140625,278.9599914550781,286.0599975585937,144721100
2020-05-14,262.6716003417969,284.9700012207031,285.1099853515625,272.989990234375,278.95001220703125,121977900
2020-05-15,263.879150390625,286.2799987792969,286.3299865722656,281.3399963378906,282.3699951171875,111146300
2020-05-18,271.9168701171875,295.0,296.75,292.70001220703125,293.04998779296875,119703800
2020-05-19,269.1238708496094,291.9700012207031,296.2099914550781,291.95001220703125,294.3500061035156,95189300
2020-05-20,273.69586181640625,296.92999267578125,297.8699951171875,295.57000732421875,295.82000732421875,85861700
2020-05-21,271.8061828613281,294.8800048828125,297.6700134277344,293.69000244140625,296.7900085449219,78293900
2020-05-22,272.3223571777344,295.44000244140625,295.6300048828125,293.2200012207031,294.57000732421875,63958200
2020-05-26,275.67755126953125,299.0799865722656,302.19000244140625,295.4599914550781,301.92999267578125,88951400
2020-05-27,279.7794189453125,303.5299987792969,303.57000732421875,296.8699951171875,302.1199951171875,104817400
2020-05-28,279.2632141113281,302.9700012207031,306.8399963378906,302.239990234375,304.6499938964844,90405200
2020-05-29,280.5075378417969,304.32000732421875,304.9599914550781,299.4700012207031,302.4599914550781,119090800
2020-06-01,281.64129638671875,305.54998779296875,306.2099914550781,303.0599975585937,303.6199951171875,55758300
2020-06-02,283.97332763671875,308.0799865722656,308.1300048828125,305.1000061035156,306.54998779296875,74267200
2020-06-03,287.7525329589844,312.17999267578125,313.2200012207031,309.94000244140625,310.239990234375,92567600
2020-06-04,286.9966735839844,311.3599853515625,313.0,309.0799865722656,311.1099853515625,75794400
2020-06-05,294.3522644042969,319.3399963378906,321.2699890136719,317.1600036621094,317.2300109863281,150524700
2020-06-08,297.91015625,323.20001220703125,323.4100036621094,319.6300048828125,320.2200012207031,73641200
2020-06-09,295.6887512207031,320.7900085449219,323.2799987792969,319.3599853515625,320.29998779296875,77479200
2020-06-10,294.03887939453125,319.0,322.3900146484375,318.2200012207031,321.4200134277344,95000800
2020-06-11,277.0878601074219,300.6099853515625,312.1499938964844,300.010009765625,311.4599914550781,209243600
2020-06-12,280.4061584472656,304.2099914550781,309.0799865722656,298.6000061035156,308.239990234375,194678900
2020-06-15,283.0239562988281,307.04998779296875,308.2799987792969,296.739990234375,298.0199890136719,135782700
2020-06-16,288.4714660644531,312.9599914550781,315.6400146484375,307.6700134277344,315.4800109863281,137627500
2020-06-17,287.273193359375,311.6600036621094,314.3900146484375,310.8599853515625,314.07000732421875,83398900
2020-06-18,287.3838195800781,311.7799987792969,312.29998779296875,309.510009765625,310.010009765625,80828700
2020-06-19,285.7414245605469,308.6400146484375,314.3800048828125,306.5299987792969,314.1700134277344,135549600
2020-06-22,287.5745544433594,310.6199951171875,311.04998779296875,306.75,307.989990234375,74649400
2020-06-23,288.8983764648437,312.04998779296875,314.5,311.6099853515625,313.489990234375,68471200
2020-06-24,281.5289611816406,304.0899963378906,310.510009765625,302.1000061035156,309.8399963378906,132813500
2020-06-25,284.54718017578125,307.3500061035156,307.6400146484375,301.2799987792969,303.4700012207031,89468000
2020-06-26,277.7887268066406,300.04998779296875,306.3900146484375,299.4200134277344,306.1600036621094,127961000
2020-06-29,281.8715209960937,304.4599914550781,304.6099853515625,298.92999267578125,301.4100036621094,79773300
2020-06-30,285.4822082519531,308.3599853515625,310.20001220703125,303.82000732421875,303.989990234375,113394800
2020-07-01,287.48199462890625,310.5199890136719,311.8900146484375,309.07000732421875,309.57000732421875,72396500
2020-07-02,289.06512451171875,312.2300109863281,315.70001220703125,311.510009765625,314.239990234375,69344200
2020-07-06,293.5274658203125,317.04998779296875,317.67999267578125,315.5599975585937,316.3699951171875,61713800
2020-07-07,290.5001220703125,313.7799987792969,317.5199890136719,313.3699951171875,315.3800048828125,82910000
2020-07-08,292.72198486328125,316.17999267578125,316.29998779296875,312.70001220703125,314.6099853515625,54638600
2020-07-09,291.0556030273437,314.3800048828125,317.1000061035156,310.67999267578125,316.8399963378906,83354200
2020-07-10,294.02740478515625,317.5899963378906,317.8800048828125,312.760009765625,314.3099975585937,57550400
2020-07-13,291.4813842773437,314.8399963378906,322.7099914550781,314.1300048828125,320.1300048828125,102997500
2020-07-14,295.2587585449219,318.9200134277344,319.760009765625,312.0,313.29998779296875,93657000
2020-07-15,297.97137451171875,321.8500061035156,323.0400085449219,319.2699890136719,322.4100036621094,87196500
2020-07-16,296.989990234375,320.7900085449219,321.2799987792969,319.0899963378906,319.7900085449219,54622500
2020-07-17,297.8510131835937,321.7200012207031,322.57000732421875,319.739990234375,321.8800048828125,62774900
2020-07-20,300.258056640625,324.32000732421875,325.1300048828125,320.6199951171875,321.42999267578125,56308800
2020-07-21,300.8968811035156,325.010009765625,326.92999267578125,323.94000244140625,326.45001220703125,57292200
2020-07-22,302.60968017578125,326.8599853515625,327.20001220703125,324.5,324.6199951171875,57792900
2020-07-23,298.9989929199219,322.9599914550781,327.2300109863281,321.4800109863281,326.4700012207031,75738000
2020-07-24,297.0733947753906,320.8800048828125,321.989990234375,319.25,320.95001220703125,73766600
2020-07-27,299.2397155761719,323.2200012207031,323.4100036621094,320.7699890136719,321.6300048828125,48293000
2020-07-28,297.3417663574219,321.1700134277344,323.6400146484375,320.8500061035156,322.42999267578125,57495000
2020-07-29,300.9987487792969,325.1199951171875,325.7300109863281,322.0799865722656,322.1199951171875,48454200
2020-07-30,299.9247741699219,323.9599914550781,324.4100036621094,319.6400146484375,321.8999938964844,61861700
2020-07-31,302.2948913574219,326.5199890136719,326.6300048828125,321.3299865722656,325.8999938964844,84986800
2020-08-03,304.3964538574219,328.7900085449219,329.6199951171875,327.7300109863281,328.32000732421875,53077900
2020-08-04,305.572265625,330.0599975585937,330.0599975585937,327.8599853515625,327.8599853515625,41917900
2020-08-05,307.4700622558594,332.1099853515625,332.3900146484375,331.17999267578125,331.4700012207031,42697700
2020-08-06,309.52545166015625,334.3299865722656,334.4599914550781,331.1300048828125,331.4800109863281,43679400
2020-08-07,309.74761962890625,334.57000732421875,334.8800048828125,332.29998779296875,333.2799987792969,57308300
2020-08-10,310.6734619140625,335.57000732421875,335.7699890136719,332.9599914550781,335.0599975585937,44282100
2020-08-11,308.10888671875,332.79998779296875,337.5400085449219,332.010009765625,336.8500061035156,69601100
2020-08-12,312.4047546386719,337.44000244140625,338.2799987792969,335.4100036621094,335.44000244140625,53774400
2020-08-13,311.83990478515625,336.8299865722656,338.25,335.8299865722656,336.6099853515625,41816100
2020-08-14,311.8491516113281,336.8399963378906,337.4200134277344,335.6199951171875,336.4100036621094,47260400
2020-08-17,312.8398132324219,337.9100036621094,338.3399963378906,336.8500061035156,337.94000244140625,35481000
2020-08-18,313.51568603515625,338.6400146484375,339.1000061035156,336.6099853515625,338.3399963378906,38733900
2020-08-19,312.21026611328125,337.2300109863281,339.6099853515625,336.6199951171875,339.04998779296875,68054200
2020-08-20,313.182373046875,338.2799987792969,338.79998779296875,335.2200012207031,335.3599853515625,42207800
2020-08-21,314.2933959960937,339.4800109863281,339.7200012207031,337.54998779296875,337.9200134277344,55106600
2020-08-24,317.4781494140625,342.9200134277344,343.0,339.45001220703125,342.1199951171875,48588700
2020-08-25,318.5890808105469,344.1199951171875,344.2099914550781,342.2699890136719,343.5299987792969,38463400
2020-08-26,321.7831420898437,347.57000732421875,347.8599853515625,344.1700134277344,344.760009765625,50790200
2020-08-27,322.4867553710937,348.3299865722656,349.8999938964844,346.5299987792969,348.510009765625,58034100
2020-08-28,324.5697631835937,350.5799865722656,350.7200012207031,348.1499938964844,349.44000244140625,48588900
2020-08-31,323.3940734863281,349.3099975585937,351.29998779296875,349.0599975585937,350.3500061035156,66099200
2020-09-01,326.44000244140625,352.6000061035156,352.7099914550781,349.239990234375,350.2099914550781,54908700
2020-09-02,331.1615295410156,357.70001220703125,358.75,353.42999267578125,354.6700134277344,69540000
2020-09-03,319.764892578125,345.3900146484375,356.3800048828125,342.5899963378906,355.8699951171875,148011100
2020-09-04,317.1540832519531,342.57000732421875,347.8299865722656,334.8699951171875,346.1300048828125,139156300
2020-09-08,308.4884338378906,333.2099914550781,342.6400146484375,332.8800048828125,336.7099914550781,114465300
2020-09-09,314.580322265625,339.7900085449219,342.4599914550781,336.6099853515625,337.54998779296875,91462300
2020-09-10,309.1181030273437,333.8900146484375,342.5299987792969,332.8500061035156,341.82000732421875,90569500
2020-09-11,309.275390625,334.0599975585937,336.9700012207031,331.0,335.82000732421875,84680200
2020-09-14,313.3490600585937,338.4599914550781,340.3800048828125,334.2200012207031,337.489990234375,65605700
2020-09-15,314.9321594238281,340.1700134277344,342.0199890136719,338.4700012207031,341.1199951171875,52920900
2020-09-16,313.6822509765625,338.82000732421875,343.0599975585937,338.5199890136719,341.510009765625,82096000
2020-09-17,310.9234313964844,335.8399963378906,337.70001220703125,332.989990234375,333.5599975585937,91523300
2020-09-18,307.3438415527344,330.6499938964844,335.489990234375,327.9700012207031,335.3699951171875,105877900
2020-09-21,303.9232177734375,326.9700012207031,327.1300048828125,321.7300109863281,325.70001220703125,99450800
2020-09-22,307.0184936523437,330.29998779296875,330.8999938964844,325.8599853515625,328.57000732421875,63612100
2020-09-23,299.8984069824219,322.6400146484375,331.20001220703125,322.1000061035156,330.8999938964844,93112200
2020-09-24,300.6978454589844,323.5,326.79998779296875,319.79998779296875,321.2200012207031,76681300
2020-09-25,305.5591735839844,328.7300109863281,329.5799865722656,321.6400146484375,322.5799865722656,71069400
2020-09-28,310.63433837890625,334.19000244140625,334.9599914550781,332.1499938964844,333.2200012207031,64584600
2020-09-29,308.9425964355469,332.3699951171875,334.7699890136719,331.6199951171875,333.9700012207031,51304000
2020-09-30,311.28497314453125,334.8900146484375,338.2900085449219,332.8800048828125,333.0899963378906,104081100
2020-10-01,313.283447265625,337.0400085449219,338.739990234375,335.010009765625,337.69000244140625,88698700
2020-10-02,310.3089599609375,333.8399963378906,337.010009765625,331.19000244140625,331.70001220703125,89431100
2020-10-05,315.8117370605469,339.760009765625,339.9599914550781,336.010009765625,336.0599975585937,45713100
2020-10-06,311.3221740722656,334.92999267578125,342.1700134277344,334.3800048828125,339.9100036621094,90128900
2020-10-07,316.7411804199219,340.760009765625,341.6300048828125,338.0899963378906,338.1199951171875,56999600
2020-10-08,319.5483703613281,343.7799987792969,343.8500061035156,341.8599853515625,342.8500061035156,45242500
2020-10-09,322.40191650390625,346.8500061035156,347.3500061035156,344.8900146484375,345.5599975585937,59528600
2020-10-12,327.58868408203125,352.42999267578125,354.0199890136719,349.0599975585937,349.5899963378906,80388500
2020-10-13,325.4507751464844,350.1300048828125,352.4700012207031,349.0899963378906,352.2799987792969,73255500
2020-10-14,323.4058837890625,347.92999267578125,351.92999267578125,347.1400146484375,350.75,57727900
2020-10-15,323.0061340332031,347.5,348.0199890136719,343.1300048828125,343.7099914550781,60357700
2020-10-16,322.81103515625,347.2900085449219,350.75,347.1000061035156,348.9599914550781,89501900
2020-10-19,317.903076171875,342.010009765625,349.3299865722656,341.0400085449219,348.6499938964844,68425600
2020-10-20,319.1766357421875,343.3800048828125,346.8800048828125,342.6400146484375,343.4599914550781,60051900
2020-10-21,318.5723571777344,342.7300109863281,345.6700134277344,342.3999938964844,343.3299865722656,63575000
2020-10-22,320.3198547363281,344.6099853515625,345.239990234375,340.6499938964844,342.9599914550781,55399300
2020-10-23,321.4073486328125,345.7799987792969,345.989990234375,343.1300048828125,345.92999267578125,49143900
2020-10-26,315.4678039550781,339.3900146484375,342.9800109863281,335.6199951171875,342.1300048828125,91473000
2020-10-27,314.3802795410156,338.2200012207031,340.1199951171875,337.989990234375,339.760009765625,65994100
2020-10-28,303.6351623535156,326.6600036621094,338.25,326.1300048828125,332.1000061035156,127094300
2020-10-29,306.7210693359375,329.9800109863281,333.3999938964844,325.0899963378906,326.9100036621094,90597700
2020-10-30,303.52349853515625,326.5400085449219,329.69000244140625,322.6000061035156,328.2799987792969,120287300
2020-11-02,306.92559814453125,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,86068300
2020-11-03,312.3446350097656,336.0299987792969,338.25,330.2900085449219,333.69000244140625,93294200
2020-11-04,319.32525634765625,343.5400085449219,347.94000244140625,339.5899963378906,340.8599853515625,126959700
2020-11-05,325.5530090332031,350.239990234375,352.19000244140625,348.8599853515625,349.239990234375,82039700
2020-11-06,325.4787292480469,350.1600036621094,351.510009765625,347.6499938964844,349.92999267578125,74973000
2020-11-09,329.5685119628906,354.5599975585937,364.3800048828125,354.0599975585937,363.9700012207031,172304200
2020-11-10,329.0851745605469,354.0400085449219,355.17999267578125,350.510009765625,353.489990234375,85552000
2020-11-11,331.5298156738281,356.6700134277344,357.5599975585937,355.0599975585937,356.3999938964844,58649000
2020-11-12,328.31365966796875,353.2099914550781,356.7200012207031,351.260009765625,355.5799865722656,67546200
2020-11-13,332.85906982421875,358.1000061035156,358.8999938964844,354.7099914550781,355.2699890136719,62892200
2020-11-16,337.0138244628906,362.5700073242188,362.7799987792969,359.5899963378906,360.9800109863281,74541100
2020-11-17,335.2013854980469,360.6199951171875,361.9200134277344,358.3399963378906,359.9700012207031,66111000
2020-11-18,331.16729736328125,356.2799987792969,361.5,356.239990234375,360.9100036621094,70591300
2020-11-19,332.5615539550781,357.7799987792969,358.17999267578125,354.1499938964844,355.6000061035156,59940900
2020-11-20,330.2841491699219,355.3299865722656,357.7200012207031,355.25,357.5,70417300
2020-11-23,332.2640686035156,357.4599914550781,358.82000732421875,354.8699951171875,357.2799987792969,63230600
2020-11-24,337.6180725097656,363.2200012207031,363.80999755859375,359.2900085449219,360.2099914550781,62415900
2020-11-25,337.09765625,362.6600036621094,363.1600036621094,361.4800109863281,363.1300048828125,45330900
2020-11-27,338.036376953125,363.6700134277344,364.1799926757813,362.5799865722656,363.8399963378906,28514100
2020-11-30,336.539794921875,362.05999755859375,363.1199951171875,359.1700134277344,362.8299865722656,83872700
2020-12-01,340.2207336425781,366.0199890136719,367.6799926757813,364.9299926757813,365.5700073242188,74231400
2020-12-02,340.9364929199219,366.7900085449219,366.9599914550781,364.2000122070313,364.8200073242188,45927000
2020-12-03,340.8435363769531,366.6900024414063,368.1900024414063,365.5,366.6799926757813,62882000
2020-12-04,343.78082275390625,369.8500061035156,369.8500061035156,367.2200012207031,367.3200073242188,50749900
2020-12-07,343.0743713378906,369.0899963378906,369.6199951171875,367.7200012207031,369.0199890136719,48944300
2020-12-08,344.0782470703125,370.1700134277344,370.7799987792969,367.6700134277344,367.7200012207031,42458900
2020-12-09,340.99224853515625,366.8500061035156,371.0499877929688,365.9500122070313,370.8800048828125,74098300
2020-12-10,340.8807067871094,366.7300109863281,367.8599853515625,364.4299926757813,365.3699951171875,57735400
2020-12-11,340.4810485839844,366.2999877929688,366.739990234375,363.260009765625,364.8999938964844,57698600
2020-12-14,338.9565734863281,364.6600036621094,369.7999877929688,364.4700012207031,368.6400146484375,69216200
2020-12-15,343.5390930175781,369.5899963378906,369.5899963378906,365.9200134277344,367.3999938964844,63865300
2020-12-16,344.0782470703125,370.1700134277344,371.1600036621094,368.8699951171875,369.8200073242188,58420500
2020-12-17,346.0022888183594,372.239990234375,372.4599914550781,371.0499877929688,371.9400024414063,64119500
2020-12-18,344.6207580566406,369.1799926757813,371.1499938964844,367.0199890136719,370.9700012207031,136542300
2020-12-21,343.3885192871094,367.8599853515625,378.4599914550781,362.0299987792969,364.9700012207031,96386700
2020-12-22,342.8098449707031,367.239990234375,368.3299865722656,366.0299987792969,368.2099914550781,47949000
2020-12-23,343.11785888671875,367.5700073242188,369.6199951171875,367.2200012207031,368.2799987792969,46201400
2020-12-24,344.4527282714844,369.0,369.0299987792969,367.4500122070313,368.0799865722656,26457900
2020-12-28,347.41192626953125,372.1700134277344,372.5899963378906,371.0700073242188,371.739990234375,39000400
2020-12-29,346.7491149902344,371.4599914550781,374.0,370.8299865722656,373.80999755859375,53680500
2020-12-30,347.2439270019531,371.989990234375,373.1000061035156,371.5700073242188,372.3399963378906,49455300
2020-12-31,349.00811767578125,373.8800048828125,374.6600036621094,371.2300109863281,371.7799987792969,78520700
2021-01-04,344.2567443847656,368.7900085449219,375.4500122070313,364.8200073242188,375.30999755859375,110210800
2021-01-05,346.6277770996094,371.3299865722656,372.5,368.0499877929688,368.1000061035156,66426200
2021-01-06,348.70001220703125,373.5499877929688,376.9800109863281,369.1199951171875,369.7099914550781,107997700
2021-01-07,353.880859375,379.1000061035156,379.8999938964844,375.9100036621094,376.1000061035156,68766800
2021-01-08,355.8971252441406,381.260009765625,381.489990234375,377.1000061035156,380.5899963378906,71677200
2021-01-11,353.4981384277344,378.6900024414063,380.5799865722656,377.7200012207031,377.8500061035156,51034700
2021-01-12,353.5728759765625,378.7699890136719,379.8599853515625,376.3599853515625,378.8900146484375,52547700
2021-01-13,354.5249328613281,379.7900085449219,380.8599853515625,377.8500061035156,378.6900024414063,45303600
2021-01-14,353.28338623046875,378.4599914550781,381.1300048828125,378.1000061035156,380.5899963378906,49989100
2021-01-15,350.7070617675781,375.7000122070313,377.5799865722656,373.7000122070313,376.7200012207031,107160000
2021-01-19,353.4607849121094,378.6499938964844,379.2300109863281,376.75,378.3399963378906,51233300
2021-01-20,358.3522033691406,383.8900146484375,384.7900085449219,380.6900024414063,381.1099853515625,61836100
2021-01-21,358.67889404296875,384.239990234375,384.9500122070313,383.25,384.489990234375,47840100
2021-01-22,357.40936279296875,382.8800048828125,384.1300048828125,381.8399963378906,382.25,52860500
2021-01-25,358.8189392089844,384.3900146484375,384.7699890136719,378.4599914550781,383.6700134277344,70402000
2021-01-26,358.2589111328125,383.7900085449219,385.8500061035156,383.5400085449219,385.4100036621094,42665300
2021-01-27,349.5028991699219,374.4100036621094,380.3200073242188,372.010009765625,380.2200012207031,123351100
2021-01-28,352.5087280273437,377.6300048828125,381.9299926757813,375.8900146484375,376.3599853515625,94198100
2021-01-29,345.4516296386719,370.0700073242188,376.6700134277344,368.2699890136719,375.6300048828125,126765100
2021-02-01,351.2018127441406,376.2300109863281,377.3399963378906,370.3800048828125,373.7200012207031,75817600
2021-02-02,356.1678161621094,381.5499877929688,383.2200012207031,376.3200073242188,379.6499938964844,64450700
2021-02-03,356.44793701171875,381.8500061035156,383.7000122070313,380.4800109863281,382.4400024414063,52427100
2021-02-04,360.4992370605469,386.1900024414063,386.239990234375,381.9700012207031,382.9599914550781,47142600
2021-02-05,361.9181518554688,387.7099914550781,388.4700012207031,386.1400146484375,388.2000122070313,48669800
2021-02-08,364.5318298339844,390.510009765625,390.55999755859375,388.3500061035156,389.2699890136719,38365200
2021-02-09,364.2890930175781,390.25,390.8900146484375,389.1700134277344,389.6099853515625,35551100
2021-02-10,364.1304321289063,390.0799865722656,392.2799987792969,387.5,392.1199951171875,59154400
2021-02-11,364.7185363769531,390.7099914550781,391.6900024414063,388.1000061035156,391.239990234375,42913300
2021-02-12,366.5200805664063,392.6400146484375,392.8999938964844,389.7699890136719,389.8500061035156,50593300
2021-02-16,366.2027282714844,392.2999877929688,394.1700134277344,391.5299987792969,393.9599914550781,50972400
2021-02-17,366.2868041992188,392.3900146484375,392.6600036621094,389.3299865722656,390.4200134277344,52290600
2021-02-18,364.7278747558594,390.7200012207031,391.5199890136719,387.739990234375,389.5899963378906,59712800
2021-02-19,364.0837707519531,390.0299987792969,392.3800048828125,389.5499877929688,392.0700073242188,83241000
2021-02-22,361.2833862304688,387.0299987792969,389.6199951171875,386.739990234375,387.05999755859375,67414200
2021-02-23,361.7220458984375,387.5,388.9500122070313,380.2000122070313,384.6600036621094,107284100
