Date,Open,High,Low,Close,Volume
2021-01-14,665.2407001631326,679.3083105095999,655.537053651256,659.4752807617188,1642900
2021-01-15,658.3044450492642,669.1789215976829,642.1790171105755,645.5140991210938,1174500
2021-01-19,654.3485789383401,660.2914077089397,646.6318287997699,650.7385864257812,852400
2021-01-20,655.2266802825964,658.5173698857574,646.7470803347037,657.73681640625,747600
2021-01-21,660.5487358425339,661.488940790321,653.710040085673,658.3223876953125,639600
2021-01-22,656.282269827968,659.6793939933608,648.2284057528608,651.9803466796875,565700
2021-01-25,648.2284221454282,652.6190225263795,632.9810998942664,641.2744140625,806400
2021-01-26,644.8311633491822,650.9602785209523,638.6665881597685,640.2720336914062,827900
2021-01-27,632.5996012790292,633.3003020313615,608.198562424497,618.9310913085938,1104400
2021-01-28,622.2219098253879,648.4058056640438,620.3858386769518,638.5513305664062,822400
2021-01-29,634.5156009845052,636.0412482033548,619.6674333744324,622.0090942382812,801100
2021-02-01,627.9872868311792,633.2648744335887,622.0178769794884,632.572998046875,483100
2021-02-02,638.0723660176159,650.4458558147057,638.0723660176159,647.0575561523438,879300
2021-02-03,638.6311361054112,645.230326677331,635.571017750753,642.2500610351562,685300
2021-02-04,642.4452224514677,654.2953659083059,642.4452224514677,649.6741943359375,636400
2021-02-05,651.2174988737434,654.1356689049233,643.172513972283,644.2457885742188,474900
2021-02-08,648.1041745826183,649.0443793913694,639.2077159871857,644.3522338867188,532900
2021-02-09,645.5055020623234,648.6631771037535,638.0547813797605,646.4368286132812,451000
2021-02-10,649.6387522978879,650.1354633321366,639.518244673529,641.4429931640625,663100
2021-02-11,647.164029359958,647.2438820818211,635.854934996372,639.8995971679688,803900
2021-02-12,634.506692904651,648.831567345169,632.1473292075051,641.2744140625,862800
2021-02-16,646.3212063235629,654.3484328660982,644.7689781028408,647.77587890625,571400
2021-02-17,643.9352565401772,646.3478910236469,637.2739708365074,639.864013671875,567100
2021-02-18,635.4646315427412,636.0766552598866,617.769214982827,624.0225219726562,1078700
2021-02-19,627.4727049857279,635.5975410991293,626.6566916144324,629.8587036132812,804200
2021-02-22,625.6634798192791,626.1956508622712,618.4700215113917,623.6766357421875,829900
2021-02-23,621.3437290706872,625.9205615367933,610.5224688834688,623.6942138671875,926300
2021-02-24,624.8828770795967,632.6262629023946,621.2373703780504,631.6239624023438,583200
2021-02-25,633.5132467546525,633.752750772416,613.9285961086172,616.2702026367188,591000
2021-02-26,618.9311707347384,621.7961780184288,611.3829503582698,616.0130004882812,768500
2021-03-01,626.9405377094125,640.3783664191658,625.5125007671165,637.9214477539062,652800
2021-03-02,638.3916370584303,641.8242751106349,632.9632766904123,635.358154296875,455100
2021-03-03,637.3361426312606,639.8552115994241,622.0444828614836,622.2130126953125,703000
2021-03-04,618.6798890086944,623.5514896834403,603.5296008299814,609.5879516601562,915400
2021-03-05,617.3413811303391,628.1642655113807,598.0511409587499,626.6028442382812,698500
2021-03-08,624.1760087635755,635.4271528466764,621.749139783995,623.6406860351562,649800
2021-03-09,631.6886421771426,647.0887275377387,628.0483388190992,644.1978759765625,959700
2021-03-10,648.3823610526409,654.5388433296507,646.1606905442562,649.997314453125,823300
2021-03-11,653.548409573393,654.6280403576668,641.8154777781339,644.3048095703125,751600
2021-03-12,641.770902644043,644.7509560196352,635.7214846919527,639.0138549804688,528700
2021-03-15,643.0467882814801,643.0467882814801,631.0550715841238,641.5299682617188,526800
2021-03-16,644.144290449421,649.0070134377121,638.6302491389772,645.1525268554688,562200
2021-03-17,643.6178687547944,651.6926914289801,642.3330398455166,649.74755859375,463600
2021-03-18,650.4344047629069,660.2133804189116,644.6081025141392,645.7412109375,640100
2021-03-19,642.6453041294949,660.8381053225166,636.622679321704,651.0145263671875,1452200
2021-03-22,651.0144544732318,656.8586196015663,647.3830286403777,652.156494140625,524700
2021-03-23,651.1393620025484,651.1393620025484,637.211445045337,639.3528442382812,556700
2021-03-24,643.3948462643,652.4065113996539,643.3948462643,644.8670654296875,544700
2021-03-25,645.5808623264131,650.1580622875199,635.5164137599395,649.105224609375,462800
2021-03-26,652.5135028147168,676.5147459834628,652.5135028147168,675.3370361328125,803700
2021-03-29,666.1290954250927,679.753574258361,664.656876446271,676.1935424804688,581700
2021-03-30,673.6951872403396,681.1543056083609,666.4680601422882,668.5202026367188,598800
2021-03-31,669.153841500401,680.1105852351367,668.1545361089796,672.7139282226562,638100
2021-04-01,677.9066138470447,684.5180929718059,675.9614813452679,684.1968994140625,549200
2021-04-05,689.2113148355012,702.8715172832145,688.6581299780274,699.5345458984375,593500
2021-04-06,701.7295847475152,701.7295847475152,694.8147179780498,697.4736328125,492300
2021-04-07,698.9100739617743,705.0665028419176,696.8400687590469,703.0857543945312,477100
2021-04-08,705.762331640623,715.5859095971002,704.0581760150156,714.3278198242188,558500
2021-04-09,716.1838685886172,723.268263013515,713.4268748984905,721.2428588867188,484200
2021-04-12,717.9056901805138,722.4204254009906,715.1397661265228,720.9125366210938,482800
2021-04-13,717.9861539205561,719.7081720606808,713.3732844174014,716.0142822265625,376200
2021-04-14,713.3732832831935,723.9463145400683,712.1330555528609,714.747314453125,552900
2021-04-15,724.6690230150092,738.6414893159687,722.7150135777546,729.710205078125,766900
2021-04-16,735.0457411467845,736.5625612307425,718.7177472031195,724.0087280273438,774600
2021-04-19,723.660767673266,727.6223187112793,719.5296887174394,723.6875610351562,491100
2021-04-20,720.2701600796516,725.7931316073252,714.5419906392387,718.218017578125,525200
