Date,Open,High,Low,Close,Volume
2021-01-14,116.32149794168988,116.6624500538487,114.4416282119429,114.83787536621094,4047400
2021-01-15,113.2344489981065,113.71363518450704,111.50202339697542,113.5016860961914,2590400
2021-01-19,114.7272917302956,116.99419159070167,114.27575656673008,115.64879608154295,2144500
2021-01-20,115.69487071825056,116.56108000226538,114.60749533444807,116.09111785888672,1698500
2021-01-21,116.04503706456116,116.91125335844998,115.09588875811868,115.30783081054688,1348400
2021-01-22,114.66278839111328,115.39077768295394,113.28053184393946,114.66278839111328,1405700
2021-01-25,114.22969419036066,114.47850433638436,111.76927892269347,112.25767517089844,1598900
2021-01-26,112.91192184022032,112.98564387225424,111.04126921810963,111.2624282836914,1140700
2021-01-27,109.36414060734654,109.57608970915952,105.06071682009272,105.843994140625,2062200
2021-01-28,106.82078521805688,110.31328763497152,106.45218206279688,109.00475311279295,1537100
2021-01-29,108.58087491141656,112.19317079719202,107.57643136914766,108.46107482910156,2444700
2021-02-01,109.65901201664155,112.58017896875168,109.04160582118357,111.9996337890625,3054600
2021-02-02,112.19315323617067,113.74128080639984,109.34570820425142,110.9859848022461,4883000
2021-02-03,111.40066865875951,112.00886494999476,109.65902586916155,110.1566390991211,2133200
2021-02-04,110.3409263541984,111.4006577383478,109.668232131313,111.07813262939452,2184100
2021-02-05,112.4603741121264,113.05935325196096,110.6357926913335,112.36822509765624,1983000
2021-02-08,113.0685912189677,113.37268936945723,110.04605780088237,110.78326416015624,2548000
2021-02-09,110.99520979850628,111.14265388729268,109.2904279474098,110.42388153076172,1857600
2021-02-10,112.04570860994718,113.15151802919286,111.38223139502394,112.2023696899414,2988400
2021-02-11,112.73683503955296,114.24810859116327,111.9259137696206,113.83342742919922,2285800
2021-02-12,112.96721798984504,114.45084059647328,112.7184149019508,114.24811553955078,1586800
2021-02-16,116.1095537109375,116.45051286790148,115.14197128447144,115.18804931640624,2167800
2021-02-17,113.62149198485058,115.50135471861051,113.62149198485058,115.21569061279295,1302600
2021-02-18,114.4877029068073,115.86074950342692,114.36790986765789,115.3631362915039,1513400
2021-02-19,116.45051320133418,118.56996909651234,116.13719805042574,117.7682647705078,2662100
2021-02-22,117.23379192100607,121.38056175737265,116.75460569171211,120.578857421875,2533100
2021-02-23,120.50511120745016,121.1778053533093,117.39963944421493,120.58804321289062,2963800
2021-02-24,121.00276386994616,123.40789138062074,120.74474371302692,122.26522064208984,3035200
2021-02-25,122.37577932112949,123.08534160093063,119.50990025761295,119.94300842285156,2635700
2021-02-26,120.23787978528908,121.67542427530589,118.48702720099476,119.97064971923828,2539100
2021-03-01,121.64777879678728,125.17714198838488,120.99351861143076,123.70274353027344,2858000
2021-03-02,123.72117142516214,124.32936768288587,122.87338909365666,123.45394134521484,1936500
2021-03-03,126.28293824043658,127.33345253969316,124.42150974979684,124.89147186279295,3315800
2021-03-04,123.90547190565188,125.83141247977736,121.14095906052036,123.89624786376952,2390900
2021-03-05,125.6379016143712,127.0938801968307,121.83209815252069,126.60548400878906,2382000
2021-03-08,127.8034244369468,129.97817499118116,126.79898819674264,128.4945526123047,2174500
2021-03-09,128.9184394293849,128.9184394293849,125.50887650392966,125.5549545288086,2805000
2021-03-10,126.04338650599698,129.33316437565324,125.5273462270806,128.3195037841797,2313700
2021-03-11,128.6235906911325,130.27307744249464,128.0522624411147,128.2826385498047,1844900
2021-03-12,129.30549492918502,129.93211112716563,128.5130006393011,129.7201690673828,1759500
2021-03-15,127.7559868323094,129.33104513019853,126.523731431865,129.2939910888672,3192000
2021-03-16,129.29394757065094,129.29394757065094,125.83808328194634,126.77384948730467,2427100
2021-03-17,127.2093431855994,128.3489422033966,126.06047005503964,127.85789489746094,2593900
2021-03-18,128.04319956393155,129.48854748813645,126.63490568046905,126.89434051513672,2707400
2021-03-19,126.59782049399398,126.63487452562032,123.39210246979326,123.46622467041016,12545600
2021-03-22,123.66082594060812,125.39338860323916,122.52122688329348,124.94866943359376,2805100
2021-03-23,124.07774607719963,125.8937049980325,122.60460416729914,123.1604995727539,1851300
2021-03-24,124.16114434340714,126.1809360822998,124.012914031847,124.56880950927734,2195600
2021-03-25,123.90169515513035,126.43106777013692,122.16913273567584,125.83810424804688,1511700
2021-03-26,126.90360002673236,128.654696795785,126.29210232646186,128.4971923828125,1988100
2021-03-29,127.8578960184308,129.34031206199717,127.63552937068572,128.3674774169922,2399500
2021-03-30,128.3952757985635,129.87767775461404,128.2840995396358,129.39590454101562,2058500
2021-03-31,129.76647444960912,130.90607327820436,128.08950025258437,128.11729431152344,2338000
2021-04-01,128.81221929675314,129.50709928899084,127.82086452592624,129.23841857910156,2379400
2021-04-05,130.9987333805412,132.71277579763566,130.1092810564992,131.89744567871094,2039000
2021-04-06,131.72140012479642,132.75908266590162,130.5169390968054,130.74856567382812,1393100
2021-04-07,130.36875242041927,131.0914264513655,129.40517762091156,130.06300354003906,1882500
2021-04-08,129.6923625653017,130.22973797648615,128.5805577071875,129.6182403564453,1743300
2021-04-09,130.3594800511215,130.68376302666272,128.8214756519093,130.1278533935547,2430800
2021-04-12,129.8962238592413,131.1933415953103,129.8962238592413,130.90611267089844,1437800
2021-04-13,130.1741712693162,130.42433199819004,128.18218782654793,129.52561950683594,1535900
2021-04-14,129.57198200426186,130.85982589443765,129.442271617387,129.93331909179688,1552200
2021-04-15,130.5169507570632,130.84123364881185,129.62751253875842,130.4521026611328,1619900
2021-04-16,131.9901023956788,132.57379178964382,130.0907615283403,130.7763671875,1370000
2021-04-19,131.00802329925008,131.00802329925008,129.7201797328754,130.43359375,1259300
2021-04-20,129.72945135250643,129.9703379665424,127.45023901444311,128.2841033935547,1503700
2021-04-21,128.3489539562388,131.1840617972478,128.04320509178532,131.1099395751953,1432800
2021-04-22,131.69360007291422,132.09200511869057,130.54472721371778,131.0079803466797,2295000
2021-04-23,131.46198739738395,133.12042756818687,130.9431460956214,132.46261596679688,1652400
2021-04-26,132.79616739904174,133.92650636689086,132.55528081834305,132.83322143554688,1288400
2021-04-27,132.83323816033973,134.35270832095404,132.04571608349664,133.9635772705078,1874900
2021-04-28,133.53737732321497,135.16802356330376,133.23162850244216,133.90797424316406,1570100
2021-04-29,135.18657451947243,135.22362856114455,133.0463466443653,134.3619842529297,1602700
2021-04-30,133.33353881496782,133.80605198738277,132.1754058201968,132.42555236816406,1489800
2021-05-03,134.27852839569044,134.6861933602138,132.56450051513224,133.75042724609375,1548600
2021-05-04,132.66644849027722,134.4268049264951,130.85048979684635,134.0376739501953,3727600
2021-05-05,134.6306273403461,135.73317209235785,132.6942325785488,134.7881317138672,2731300
2021-05-06,135.03832056627152,135.73320043196418,133.9635696476988,135.6776123046875,1901000
2021-05-07,134.94566120904022,137.43796586624117,133.84313038914408,136.67823791503906,1593300
2021-05-10,137.16000073099232,138.4015300468231,136.557777228154,136.5855712890625,1452600
2021-05-11,135.75171552546433,136.12231241369875,133.76899248494348,135.0475616455078,1636300
2021-05-12,134.36198564919084,135.35334031961207,132.76839323073725,133.12973022460938,3123300
2021-05-13,132.83164430320414,136.72502694062817,132.83164430320414,135.80291748046875,2040100
2021-05-14,136.65052380205051,138.43887322253048,136.27794212328106,138.0010986328125,1512700
2021-05-17,137.5447160394855,138.4575164440068,136.7343738384083,137.3211669921875,1466800
2021-05-18,137.2001194639318,137.3118869050189,134.37787787613615,134.4337615966797,1267400
2021-05-19,132.43112645093953,133.34394095044286,130.88495859701015,132.9713592529297,1950500
2021-05-20,133.55815875819528,133.94935885837603,132.1517002399832,133.78170776367188,2279000
2021-05-21,134.71317482410765,135.5794007916665,132.9807086764486,133.59544372558594,1790900
2021-05-24,134.70381584953873,134.70381584953873,132.85958276372529,133.791015625,1341000
2021-05-25,133.7910354307445,134.75041028287544,132.53359519686356,133.0179443359375,1685300
2021-05-26,133.3812317491609,133.83763913487962,132.3752821850035,133.1763153076172,1170400
2021-05-27,134.53619404572092,135.4396852548549,134.19156836003458,134.6759033203125,3082300
2021-05-28,135.30928205442254,135.55144952894182,134.3871582258948,135.2906494140625,1539500
2021-06-01,136.90199881357083,137.15348966717397,135.61663112162307,136.25930786132812,1321000
2021-06-02,136.1754987991944,136.81818982923883,135.43967299869703,135.96127319335938,1545900
2021-06-03,135.747003694325,136.97648743954667,134.64790574306986,136.38037109375,1277300
2021-06-04,136.8368335590326,138.64381596024054,136.8368335590326,138.32711791992188,1617000
2021-06-07,138.64379539968797,138.8300791406061,135.858805860958,136.7809295654297,1820500
2021-06-08,136.74365250376252,137.81480879366092,135.36513588473673,137.0323944091797,1327500
2021-06-09,136.80886834823744,137.2093776716038,135.8308609646743,136.37109375,978300
2021-06-10,137.0417326593107,137.60058389435648,135.961267040668,136.75299072265625,1648100
2021-06-11,136.92992355023756,137.96381447191288,135.6352325953951,136.57598876953125,997900
2021-06-14,136.4083234136047,136.63187239014812,134.94598138642382,135.9891815185547,1318400
2021-06-15,136.25929424275333,137.730959731046,135.40237779625434,137.71234130859375,1475900
2021-06-16,137.60993535370852,138.4761613401398,135.70980381485663,136.3338623046875,1590400
2021-06-17,136.1941374608396,136.38042122252233,131.24823039358236,132.84097290039062,2517800
2021-06-18,130.93153860902729,131.73255731425934,129.5809494408089,129.7113494873047,3066900
2021-06-21,130.83837220785662,133.7537615458719,130.78248851144716,133.23214721679688,1488900
2021-06-22,133.13898770289308,134.0517877370976,132.05852239810062,133.03652954101562,1487800
2021-06-23,133.3719055059619,135.60733922143922,133.16698909058005,134.5082550048828,1962400
2021-06-24,135.31859757285636,136.0637468840312,134.39647370136666,135.66322326660156,1291600
2021-06-25,136.13820825595735,137.38632467590287,136.06369193367976,136.63186645507812,1469600
2021-06-28,136.87406751707056,136.87406751707056,134.85285974533613,136.45492553710938,1170600
2021-06-29,137.2466352312334,137.8334282583546,136.38970450782784,136.4456024169922,1433500
2021-06-30,136.0823465139448,138.30847048056407,135.7935903888495,138.01971435546875,1597400
2021-07-01,139.60318170085895,140.37627279145084,139.10952335099924,139.873291015625,2246300
2021-07-02,139.72422986884783,141.06549538116394,139.14674607814266,141.0189208984375,1187300
2021-07-06,140.87922492383092,140.87922492383092,137.2652607546322,139.4355010986328,1633100
2021-07-07,139.23991030105307,141.82929264396853,139.22127766341345,141.74545288085938,1409400
2021-07-08,139.7149260682976,141.3915080236246,139.26784228438947,140.245849609375,1856100
2021-07-09,141.8852249015677,143.72014949223257,141.80139932230924,143.0308837890625,1479500
2021-07-12,142.47197771612855,144.60495272993273,141.88517046138634,144.4373016357422,1764600
2021-07-13,143.99948896240429,144.6607981646204,143.22639818109016,143.47787475585938,1644200
2021-07-14,144.12059752814557,144.99614666066114,138.14080047659482,142.8817901611328,3902500
2021-07-15,141.78272143199644,143.94363843435764,141.7454561558562,143.319580078125,1278200
2021-07-16,144.1951488758123,144.6049816937495,142.14599899866658,142.26708984375,1636300
2021-07-19,140.2086118351049,140.2086118351049,136.9113451867341,138.9604949951172,1872800
